Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[fraction identifier]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 79	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F43.raw	43										
Sample 80	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F44.raw	44										
Sample 81	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F45.raw	45										
Sample 82	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F46.raw	46										
Sample 83	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F47.raw	47										
Sample 84	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171001_HF_ZHW_total_liver01_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver01_Proteome/liver01_Proteome_raw/20171001_HF_ZHW_total_liver01_F48.raw	48										
Sample 85	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F01.raw	1										
Sample 86	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F02.raw	2										
Sample 87	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F03.raw	3										
Sample 88	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F04.raw	4										
Sample 89	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F05.raw	5										
Sample 90	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F06.raw	6										
Sample 91	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F07.raw	7										
Sample 92	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F08.raw	8										
Sample 93	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F09.raw	9										
Sample 94	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F10.raw	10										
Sample 95	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F11.raw	11										
Sample 96	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F12.raw	12										
Sample 97	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F13.raw	13										
Sample 98	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F14.raw	14										
Sample 99	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F15.raw	15										
Sample 100	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F16.raw	16										
Sample 101	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F17.raw	17										
Sample 102	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F18.raw	18										
Sample 103	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F19.raw	19										
Sample 104	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F20.raw	20										
Sample 105	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F21.raw	21										
Sample 106	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F22.raw	22										
Sample 107	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F23.raw	23										
Sample 108	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180323_fusion_zhw_TMT10_liver02_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Phosphoproteome/liver02_Phosphoproteome_raw/20180323_fusion_zhw_TMT10_liver02_pho_F24.raw	24										
Sample 109	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F01.raw	1										
Sample 110	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F02.raw	2										
Sample 111	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F03.raw	3										
Sample 112	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F04.raw	4										
Sample 113	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F05.raw	5										
Sample 114	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F06.raw	6										
Sample 115	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F07.raw	7										
Sample 116	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F08.raw	8										
Sample 117	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F09.raw	9										
Sample 118	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F10.raw	10										
Sample 119	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F11.raw	11										
Sample 120	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F12.raw	12										
Sample 121	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F13.raw	13										
Sample 122	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F14.raw	14										
Sample 123	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F15.raw	15										
Sample 124	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F16.raw	16										
Sample 125	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F17.raw	17										
Sample 126	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F18.raw	18										
Sample 127	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F19.raw	19										
Sample 128	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F20.raw	20										
Sample 129	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F21.raw	21										
Sample 130	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F22.raw	22										
Sample 131	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F23.raw	23										
Sample 132	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F24.raw	24										
Sample 133	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F25.raw	25										
Sample 134	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F26.raw	26										
Sample 135	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F27.raw	27										
Sample 136	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F28.raw	28										
Sample 137	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F29.raw	29										
Sample 138	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F30.raw	30										
Sample 139	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F31.raw	31										
Sample 140	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F32.raw	32										
Sample 141	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F33.raw	33										
Sample 142	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F34.raw	34										
Sample 143	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F35.raw	35										
Sample 144	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F36.raw	36										
Sample 145	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F37.raw	37										
Sample 146	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171004_HF_ZHW_total_liver02_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver02_Proteome/liver02_Proteome_raw/20171004_HF_ZHW_total_liver02_F38.raw	38										
